No_Faktur,Bulan_Pembelian,Nama_Mobil,Wilayah,Gender_Pembeli,Pekerjaan_Pembeli,Umur_Pembeli,Pendapatan_Bulanan_Juta
INV/2026/04327,April,Toyota Avanza,Sumatera Utara (Medan),Pria,PNS,47,11.1
INV/2026/04328,November,Toyota Innova Zenix,DKI Jakarta,Wanita,Karyawan Swasta,38,18.7
INV/2026/04329,September,Toyota Innova Zenix,DKI Jakarta,Wanita,PNS,28,11.5
INV/2026/04330,April,Mitsubishi Xpander,Jawa Barat (Bandung),Wanita,Rumah Tangga,34,8.1
INV/2026/04331,November,Honda HR-V,Jawa Timur (Surabaya),Pria,BUMN,26,17.7
INV/2026/04332,September,Daihatsu Sigra,Sulawesi Selatan (Makassar),Wanita,Professional (Dokter/Pengacara),47,30.7
INV/2026/04333,Januari,Honda HR-V,DKI Jakarta,Pria,Pengusaha,24,16.0
INV/2026/04334,Juli,Toyota Avanza,Sumatera Utara (Medan),Wanita,Professional (Dokter/Pengacara),28,25.5
INV/2026/04335,Desember,Daihatsu Sigra,DKI Jakarta,Wanita,Pengusaha,60,11.2
INV/2026/04336,Juni,Honda HR-V,Sumatera Utara (Medan),Pria,Pengusaha,22,7.7
INV/2026/04337,Agustus,Toyota Rush,Jawa Timur (Surabaya),Wanita,Pengusaha,38,21.6
INV/2026/04338,September,Mitsubishi Xpander,Jawa Barat (Bandung),Pria,Professional (Dokter/Pengacara),64,32.0
INV/2026/04339,Agustus,Mitsubishi Xpander,Jawa Timur (Surabaya),Pria,Pengusaha,46,19.7
INV/2026/04340,Juni,Toyota Innova Zenix,Jawa Barat (Bandung),Pria,Professional (Dokter/Pengacara),24,24.6
INV/2026/04341,Oktober,Mitsubishi Xpander,DKI Jakarta,Pria,Karyawan Swasta,36,30.0
INV/2026/04342,September,Daihatsu Sigra,Jawa Timur (Surabaya),Wanita,Karyawan Swasta,50,17.7
INV/2026/04343,Juni,Toyota Avanza,Sulawesi Selatan (Makassar),Pria,PNS,64,16.8
INV/2026/04344,Juli,Honda HR-V,Jawa Timur (Surabaya),Pria,Pengusaha,53,21.8
INV/2026/04345,Mei,Honda Brio,Jawa Timur (Surabaya),Pria,PNS,47,23.2
INV/2026/04346,Maret,Honda HR-V,DKI Jakarta,Wanita,Pengusaha,37,6.8
INV/2026/04347,Januari,Toyota Rush,DKI Jakarta,Pria,Professional (Dokter/Pengacara),46,20.4
INV/2026/04348,Juni,Daihatsu Sigra,Jawa Barat (Bandung),Wanita,Rumah Tangga,49,18.0
INV/2026/04349,Oktober,Toyota Rush,Jawa Tengah (Semarang),Wanita,Pengusaha,30,11.7
INV/2026/04350,April,Honda HR-V,Sumatera Utara (Medan),Wanita,Rumah Tangga,22,17.4
INV/2026/04351,Januari,Mitsubishi Xpander,Jawa Timur (Surabaya),Wanita,PNS,50,8.7
INV/2026/04352,Mei,Toyota Rush,Sumatera Utara (Medan),Wanita,Rumah Tangga,43,5.9
INV/2026/04353,Januari,Honda HR-V,Jawa Timur (Surabaya),Wanita,BUMN,37,18.5
INV/2026/04354,Agustus,Toyota Rush,Sumatera Utara (Medan),Wanita,Rumah Tangga,62,25.2
INV/2026/04355,September,Mitsubishi Xpander,Jawa Tengah (Semarang),Wanita,PNS,62,15.2
INV/2026/04356,Juni,Toyota Innova Zenix,Jawa Barat (Bandung),Pria,PNS,28,10.3
INV/2026/04357,Oktober,Toyota Innova Zenix,DKI Jakarta,Pria,Rumah Tangga,35,11.6
INV/2026/04358,April,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Wanita,Pengusaha,50,22.4
INV/2026/04359,Maret,Daihatsu Sigra,Sumatera Utara (Medan),Wanita,Karyawan Swasta,40,31.3
INV/2026/04360,Februari,Honda HR-V,DKI Jakarta,Wanita,Rumah Tangga,40,24.2
INV/2026/04361,April,Honda Brio,Jawa Timur (Surabaya),Pria,BUMN,23,28.4
INV/2026/04362,November,Toyota Innova Zenix,Jawa Timur (Surabaya),Pria,BUMN,62,9.6
INV/2026/04363,April,Toyota Avanza,Sumatera Utara (Medan),Pria,Rumah Tangga,36,17.4
INV/2026/04364,Mei,Toyota Avanza,Sumatera Utara (Medan),Wanita,Karyawan Swasta,24,26.1
INV/2026/04365,September,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Wanita,BUMN,32,6.8
INV/2026/04366,Desember,Toyota Innova Zenix,Jawa Tengah (Semarang),Wanita,Rumah Tangga,51,12.7
INV/2026/04367,Januari,Honda Brio,Jawa Barat (Bandung),Wanita,Professional (Dokter/Pengacara),61,25.5
INV/2026/04368,April,Honda Brio,Sumatera Utara (Medan),Pria,BUMN,39,20.1
INV/2026/04369,Oktober,Daihatsu Sigra,Jawa Timur (Surabaya),Pria,Rumah Tangga,23,10.3
INV/2026/04370,Juli,Daihatsu Sigra,Sulawesi Selatan (Makassar),Pria,BUMN,53,5.0
INV/2026/04371,Juni,Toyota Rush,Sulawesi Selatan (Makassar),Pria,Karyawan Swasta,29,28.7
INV/2026/04372,Maret,Toyota Avanza,Jawa Timur (Surabaya),Wanita,Rumah Tangga,43,4.0
INV/2026/04373,Maret,Honda Brio,Jawa Timur (Surabaya),Wanita,BUMN,27,23.1
INV/2026/04374,April,Honda HR-V,DKI Jakarta,Wanita,Professional (Dokter/Pengacara),33,13.7
INV/2026/04375,Oktober,Daihatsu Sigra,Jawa Tengah (Semarang),Pria,Pengusaha,61,26.4
INV/2026/04376,Juni,Honda HR-V,Sumatera Utara (Medan),Pria,Rumah Tangga,57,9.7
INV/2026/04377,Desember,Toyota Rush,Sulawesi Selatan (Makassar),Pria,Pengusaha,36,38.9
INV/2026/04378,Desember,Daihatsu Sigra,Sumatera Utara (Medan),Wanita,Rumah Tangga,49,21.2
INV/2026/04379,Juni,Toyota Innova Zenix,Jawa Timur (Surabaya),Pria,PNS,39,22.5
INV/2026/04380,Oktober,Honda Brio,Jawa Tengah (Semarang),Pria,Rumah Tangga,23,11.8
INV/2026/04381,Januari,Daihatsu Sigra,DKI Jakarta,Pria,Karyawan Swasta,34,16.9
INV/2026/04382,Desember,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Wanita,Rumah Tangga,36,17.1
INV/2026/04383,Desember,Toyota Rush,Jawa Tengah (Semarang),Pria,BUMN,41,32.4
INV/2026/04384,Juni,Honda HR-V,DKI Jakarta,Wanita,BUMN,50,21.2
INV/2026/04385,Oktober,Honda HR-V,Jawa Tengah (Semarang),Pria,Rumah Tangga,63,22.4
INV/2026/04386,Oktober,Toyota Rush,Jawa Barat (Bandung),Wanita,Professional (Dokter/Pengacara),50,22.3
INV/2026/04387,Maret,Toyota Avanza,Jawa Tengah (Semarang),Wanita,PNS,24,23.0
INV/2026/04388,Oktober,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Pria,Pengusaha,40,6.9
INV/2026/04389,April,Honda Brio,DKI Jakarta,Pria,Pengusaha,24,34.4
INV/2026/04390,Agustus,Toyota Avanza,Jawa Barat (Bandung),Pria,BUMN,35,11.0
INV/2026/04391,September,Toyota Avanza,DKI Jakarta,Pria,PNS,61,17.7
INV/2026/04392,Mei,Honda Brio,Jawa Timur (Surabaya),Pria,Pengusaha,25,30.3
INV/2026/04393,Maret,Mitsubishi Xpander,Sumatera Utara (Medan),Wanita,Pengusaha,32,33.5
INV/2026/04394,Agustus,Toyota Innova Zenix,Jawa Barat (Bandung),Wanita,Rumah Tangga,52,24.4
INV/2026/04395,Januari,Toyota Avanza,Sulawesi Selatan (Makassar),Pria,PNS,64,14.0
INV/2026/04396,Februari,Toyota Avanza,Sumatera Utara (Medan),Pria,Professional (Dokter/Pengacara),53,19.0
INV/2026/04397,Januari,Mitsubishi Xpander,DKI Jakarta,Wanita,Pengusaha,48,19.3
INV/2026/04398,April,Toyota Innova Zenix,Jawa Barat (Bandung),Pria,PNS,51,19.6
INV/2026/04399,Oktober,Toyota Avanza,Sumatera Utara (Medan),Wanita,Rumah Tangga,64,8.2
INV/2026/04400,April,Honda HR-V,Sumatera Utara (Medan),Pria,Karyawan Swasta,23,28.1
INV/2026/04401,Januari,Mitsubishi Xpander,Jawa Tengah (Semarang),Pria,PNS,30,19.1
INV/2026/04402,September,Honda Brio,DKI Jakarta,Wanita,BUMN,49,12.2
INV/2026/04403,Agustus,Mitsubishi Xpander,Jawa Timur (Surabaya),Wanita,Pengusaha,52,14.0
INV/2026/04404,Januari,Toyota Rush,Sumatera Utara (Medan),Wanita,Pengusaha,55,20.2
INV/2026/04405,Juni,Mitsubishi Xpander,Sumatera Utara (Medan),Wanita,Pengusaha,36,6.8
INV/2026/04406,Oktober,Daihatsu Sigra,Jawa Tengah (Semarang),Wanita,PNS,46,25.0
INV/2026/04407,April,Honda HR-V,Sulawesi Selatan (Makassar),Wanita,Pengusaha,57,19.9
INV/2026/04408,Maret,Toyota Avanza,Sumatera Utara (Medan),Wanita,Karyawan Swasta,29,30.5
INV/2026/04409,Juni,Toyota Innova Zenix,DKI Jakarta,Pria,Rumah Tangga,30,18.6
INV/2026/04410,Desember,Honda Brio,DKI Jakarta,Wanita,Pengusaha,58,9.3
INV/2026/04411,Maret,Honda HR-V,Jawa Barat (Bandung),Pria,Karyawan Swasta,60,8.4
INV/2026/04412,Juni,Daihatsu Sigra,Jawa Tengah (Semarang),Pria,Karyawan Swasta,53,14.9
INV/2026/04413,Januari,Mitsubishi Xpander,DKI Jakarta,Pria,Rumah Tangga,38,15.7
INV/2026/04414,Januari,Honda Brio,Sumatera Utara (Medan),Wanita,PNS,56,13.5
INV/2026/04415,Maret,Toyota Innova Zenix,Sumatera Utara (Medan),Wanita,Rumah Tangga,58,19.0
INV/2026/04416,Oktober,Honda Brio,Jawa Barat (Bandung),Wanita,BUMN,40,13.3
INV/2026/04417,Desember,Honda Brio,Sumatera Utara (Medan),Wanita,Professional (Dokter/Pengacara),50,20.0
INV/2026/04418,Maret,Honda HR-V,Jawa Timur (Surabaya),Wanita,Professional (Dokter/Pengacara),28,13.8
INV/2026/04419,Februari,Honda HR-V,DKI Jakarta,Wanita,Karyawan Swasta,49,23.1
INV/2026/04420,September,Toyota Avanza,Jawa Timur (Surabaya),Wanita,PNS,30,15.5
INV/2026/04421,Juni,Toyota Innova Zenix,Jawa Timur (Surabaya),Pria,Rumah Tangga,49,28.0
INV/2026/04422,Februari,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Wanita,PNS,27,23.2
INV/2026/04423,Juni,Toyota Avanza,Sumatera Utara (Medan),Wanita,PNS,50,19.5
INV/2026/04424,Desember,Toyota Avanza,Jawa Barat (Bandung),Pria,Professional (Dokter/Pengacara),38,16.3
INV/2026/04425,November,Toyota Rush,Jawa Tengah (Semarang),Pria,Rumah Tangga,37,5.8
INV/2026/04426,Juli,Toyota Rush,Jawa Tengah (Semarang),Pria,Professional (Dokter/Pengacara),44,29.3
INV/2026/04427,Oktober,Mitsubishi Xpander,Sumatera Utara (Medan),Pria,Rumah Tangga,52,12.6
INV/2026/04428,Februari,Toyota Rush,DKI Jakarta,Pria,BUMN,24,18.7
INV/2026/04429,Juni,Daihatsu Sigra,Jawa Timur (Surabaya),Wanita,Rumah Tangga,42,20.8
INV/2026/04430,Mei,Honda HR-V,Sumatera Utara (Medan),Pria,PNS,47,16.5
INV/2026/04431,Juni,Toyota Innova Zenix,DKI Jakarta,Pria,Professional (Dokter/Pengacara),57,28.8
INV/2026/04432,Maret,Honda Brio,Sulawesi Selatan (Makassar),Wanita,PNS,63,8.2
INV/2026/04433,Maret,Daihatsu Sigra,Jawa Barat (Bandung),Wanita,Professional (Dokter/Pengacara),58,31.9
INV/2026/04434,Desember,Toyota Innova Zenix,Sumatera Utara (Medan),Wanita,Professional (Dokter/Pengacara),43,23.4
INV/2026/04435,Juli,Honda HR-V,Jawa Barat (Bandung),Wanita,BUMN,63,16.0
INV/2026/04436,November,Honda HR-V,Jawa Tengah (Semarang),Wanita,Rumah Tangga,33,16.1
INV/2026/04437,Agustus,Toyota Rush,Jawa Barat (Bandung),Wanita,Rumah Tangga,63,4.0
INV/2026/04438,November,Toyota Innova Zenix,Jawa Timur (Surabaya),Pria,PNS,34,11.2
INV/2026/04439,Juni,Honda Brio,Sulawesi Selatan (Makassar),Pria,Rumah Tangga,32,15.2
INV/2026/04440,Maret,Daihatsu Sigra,DKI Jakarta,Pria,Rumah Tangga,37,19.4
INV/2026/04441,Desember,Honda HR-V,Sulawesi Selatan (Makassar),Wanita,PNS,29,28.1
INV/2026/04442,September,Honda HR-V,Sumatera Utara (Medan),Pria,Pengusaha,61,34.3
INV/2026/04443,Desember,Daihatsu Sigra,DKI Jakarta,Wanita,PNS,61,20.2
INV/2026/04444,Oktober,Toyota Rush,Jawa Timur (Surabaya),Pria,Pengusaha,23,19.6
INV/2026/04445,Juni,Daihatsu Sigra,Sumatera Utara (Medan),Wanita,Professional (Dokter/Pengacara),51,14.1
INV/2026/04446,April,Honda Brio,Sumatera Utara (Medan),Wanita,PNS,51,4.3
INV/2026/04447,November,Honda Brio,Jawa Barat (Bandung),Wanita,BUMN,33,13.2
INV/2026/04448,Oktober,Toyota Innova Zenix,DKI Jakarta,Pria,Professional (Dokter/Pengacara),31,16.4
INV/2026/04449,Maret,Daihatsu Sigra,Jawa Barat (Bandung),Wanita,PNS,32,25.8
INV/2026/04450,Juli,Mitsubishi Xpander,DKI Jakarta,Wanita,Professional (Dokter/Pengacara),36,22.2
INV/2026/04451,Mei,Toyota Rush,Jawa Tengah (Semarang),Pria,Professional (Dokter/Pengacara),37,19.8
INV/2026/04452,Desember,Toyota Innova Zenix,Sumatera Utara (Medan),Wanita,Rumah Tangga,38,13.4
INV/2026/04453,Desember,Mitsubishi Xpander,Jawa Timur (Surabaya),Wanita,BUMN,47,4.0
INV/2026/04454,Mei,Toyota Rush,Jawa Timur (Surabaya),Pria,BUMN,23,4.0
INV/2026/04455,Maret,Toyota Innova Zenix,Jawa Tengah (Semarang),Wanita,Professional (Dokter/Pengacara),33,4.7
INV/2026/04456,Maret,Mitsubishi Xpander,Jawa Barat (Bandung),Pria,Karyawan Swasta,47,15.7
INV/2026/04457,Desember,Honda Brio,DKI Jakarta,Wanita,Professional (Dokter/Pengacara),44,26.0
INV/2026/04458,Januari,Toyota Innova Zenix,Jawa Barat (Bandung),Wanita,Pengusaha,39,25.7
INV/2026/04459,Desember,Toyota Innova Zenix,DKI Jakarta,Wanita,PNS,53,24.3
INV/2026/04460,Oktober,Toyota Rush,Jawa Timur (Surabaya),Pria,Pengusaha,59,13.9
INV/2026/04461,Juli,Toyota Rush,Sumatera Utara (Medan),Wanita,Karyawan Swasta,24,27.2
INV/2026/04462,Oktober,Toyota Avanza,DKI Jakarta,Wanita,Pengusaha,59,10.6
INV/2026/04463,Januari,Mitsubishi Xpander,Jawa Timur (Surabaya),Pria,PNS,24,24.8
INV/2026/04464,Maret,Toyota Innova Zenix,Jawa Tengah (Semarang),Wanita,PNS,51,4.6
INV/2026/04465,Oktober,Toyota Innova Zenix,Sumatera Utara (Medan),Pria,PNS,22,8.6
INV/2026/04466,Juni,Honda Brio,Sumatera Utara (Medan),Pria,Karyawan Swasta,51,31.2
INV/2026/04467,Oktober,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Wanita,BUMN,53,16.4
INV/2026/04468,April,Daihatsu Sigra,Jawa Barat (Bandung),Pria,Rumah Tangga,49,12.6
INV/2026/04469,November,Mitsubishi Xpander,Jawa Tengah (Semarang),Wanita,Karyawan Swasta,42,26.8
INV/2026/04470,Oktober,Honda HR-V,Jawa Timur (Surabaya),Wanita,BUMN,34,27.7
INV/2026/04471,Februari,Daihatsu Sigra,Jawa Barat (Bandung),Pria,PNS,48,14.5
INV/2026/04472,Agustus,Toyota Innova Zenix,DKI Jakarta,Pria,BUMN,57,20.2
INV/2026/04473,Maret,Mitsubishi Xpander,DKI Jakarta,Pria,PNS,28,19.1
INV/2026/04474,Juni,Mitsubishi Xpander,Sumatera Utara (Medan),Pria,BUMN,43,4.0
INV/2026/04475,Desember,Toyota Rush,Jawa Timur (Surabaya),Pria,Karyawan Swasta,31,6.8
INV/2026/04476,Februari,Honda HR-V,Jawa Timur (Surabaya),Pria,PNS,60,25.5
INV/2026/04477,April,Honda HR-V,Jawa Barat (Bandung),Wanita,Pengusaha,36,11.3
INV/2026/04478,Juni,Honda HR-V,Jawa Barat (Bandung),Wanita,Professional (Dokter/Pengacara),36,22.2
INV/2026/04479,Juni,Toyota Rush,Jawa Timur (Surabaya),Pria,BUMN,25,20.1
INV/2026/04480,Maret,Mitsubishi Xpander,Sumatera Utara (Medan),Pria,Pengusaha,53,27.7
INV/2026/04481,November,Mitsubishi Xpander,Sumatera Utara (Medan),Pria,PNS,44,7.1
INV/2026/04482,Februari,Mitsubishi Xpander,Sumatera Utara (Medan),Pria,PNS,27,21.2
INV/2026/04483,Desember,Toyota Avanza,Sulawesi Selatan (Makassar),Wanita,BUMN,45,17.5
INV/2026/04484,November,Toyota Avanza,Jawa Tengah (Semarang),Pria,Professional (Dokter/Pengacara),41,11.7
INV/2026/04485,November,Toyota Innova Zenix,Jawa Barat (Bandung),Pria,Professional (Dokter/Pengacara),58,11.6
INV/2026/04486,Desember,Daihatsu Sigra,Jawa Tengah (Semarang),Pria,PNS,41,19.8
INV/2026/04487,Juni,Mitsubishi Xpander,Sumatera Utara (Medan),Wanita,Professional (Dokter/Pengacara),33,23.0
INV/2026/04488,Agustus,Honda Brio,Jawa Timur (Surabaya),Wanita,Pengusaha,54,18.5
INV/2026/04489,Januari,Toyota Innova Zenix,Jawa Tengah (Semarang),Wanita,Karyawan Swasta,49,18.8
INV/2026/04490,Mei,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Pria,Pengusaha,29,14.0
INV/2026/04491,April,Mitsubishi Xpander,Sumatera Utara (Medan),Pria,Karyawan Swasta,22,14.5
INV/2026/04492,April,Mitsubishi Xpander,DKI Jakarta,Pria,Professional (Dokter/Pengacara),58,11.7
INV/2026/04493,Desember,Daihatsu Sigra,Sulawesi Selatan (Makassar),Wanita,PNS,43,13.9
INV/2026/04494,Februari,Honda HR-V,Sulawesi Selatan (Makassar),Wanita,Pengusaha,27,22.8
INV/2026/04495,Juni,Toyota Avanza,Jawa Barat (Bandung),Pria,Pengusaha,42,23.7
INV/2026/04496,Mei,Honda HR-V,DKI Jakarta,Pria,PNS,53,7.8
INV/2026/04497,Februari,Toyota Innova Zenix,Jawa Tengah (Semarang),Pria,Rumah Tangga,56,10.8
INV/2026/04498,Desember,Toyota Innova Zenix,Jawa Tengah (Semarang),Pria,BUMN,36,12.3
INV/2026/04499,Januari,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Pria,Karyawan Swasta,26,17.5
INV/2026/04500,Januari,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Pria,PNS,27,4.5
INV/2026/04501,Juli,Honda Brio,Jawa Barat (Bandung),Pria,Pengusaha,46,11.0
INV/2026/04502,Agustus,Daihatsu Sigra,Jawa Timur (Surabaya),Wanita,Professional (Dokter/Pengacara),61,6.9
INV/2026/04503,Desember,Mitsubishi Xpander,Jawa Tengah (Semarang),Wanita,Karyawan Swasta,50,21.2
INV/2026/04504,Juli,Daihatsu Sigra,Jawa Tengah (Semarang),Pria,PNS,28,17.8
INV/2026/04505,Maret,Toyota Innova Zenix,Jawa Tengah (Semarang),Wanita,Karyawan Swasta,61,14.3
INV/2026/04506,Juli,Toyota Avanza,Jawa Tengah (Semarang),Wanita,Rumah Tangga,34,9.5
INV/2026/04507,Agustus,Toyota Avanza,Jawa Tengah (Semarang),Pria,PNS,59,14.4
INV/2026/04508,Juli,Honda Brio,Jawa Timur (Surabaya),Wanita,Rumah Tangga,39,13.5
INV/2026/04509,Juni,Honda Brio,DKI Jakarta,Pria,BUMN,23,31.1
INV/2026/04510,September,Toyota Rush,Jawa Barat (Bandung),Pria,BUMN,29,26.0
INV/2026/04511,Juli,Mitsubishi Xpander,Sumatera Utara (Medan),Wanita,Pengusaha,32,12.5
INV/2026/04512,Februari,Honda Brio,Jawa Barat (Bandung),Wanita,Pengusaha,54,19.3
INV/2026/04513,Agustus,Toyota Innova Zenix,Sumatera Utara (Medan),Pria,Pengusaha,59,25.6
INV/2026/04514,Oktober,Mitsubishi Xpander,Jawa Timur (Surabaya),Pria,Professional (Dokter/Pengacara),48,12.5
INV/2026/04515,November,Toyota Avanza,DKI Jakarta,Wanita,Karyawan Swasta,41,6.7
INV/2026/04516,November,Honda HR-V,Jawa Tengah (Semarang),Pria,PNS,33,4.0
INV/2026/04517,April,Daihatsu Sigra,Sumatera Utara (Medan),Wanita,PNS,64,28.2
INV/2026/04518,Maret,Daihatsu Sigra,Jawa Timur (Surabaya),Pria,PNS,52,16.5
INV/2026/04519,Agustus,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Wanita,Pengusaha,48,20.3
INV/2026/04520,Februari,Honda HR-V,Jawa Tengah (Semarang),Wanita,Rumah Tangga,53,13.4
INV/2026/04521,Januari,Honda HR-V,DKI Jakarta,Pria,Karyawan Swasta,31,7.9
INV/2026/04522,Mei,Toyota Innova Zenix,Sumatera Utara (Medan),Wanita,Professional (Dokter/Pengacara),24,9.3
INV/2026/04523,Januari,Honda Brio,Jawa Barat (Bandung),Wanita,BUMN,48,7.3
INV/2026/04524,Juni,Toyota Innova Zenix,Jawa Tengah (Semarang),Wanita,Professional (Dokter/Pengacara),56,24.8
INV/2026/04525,Mei,Toyota Rush,Sumatera Utara (Medan),Wanita,Pengusaha,52,29.9
INV/2026/04526,Februari,Daihatsu Sigra,Jawa Tengah (Semarang),Wanita,Rumah Tangga,36,18.3
INV/2026/04527,Februari,Honda HR-V,Sulawesi Selatan (Makassar),Wanita,Professional (Dokter/Pengacara),37,5.9
INV/2026/04528,Juni,Mitsubishi Xpander,DKI Jakarta,Wanita,Pengusaha,34,22.0
INV/2026/04529,Maret,Toyota Rush,DKI Jakarta,Pria,Karyawan Swasta,56,28.1
INV/2026/04530,Juli,Daihatsu Sigra,Jawa Barat (Bandung),Wanita,Rumah Tangga,32,25.8
INV/2026/04531,Maret,Honda HR-V,Jawa Tengah (Semarang),Wanita,Karyawan Swasta,42,17.8
INV/2026/04532,Desember,Honda Brio,Jawa Barat (Bandung),Pria,Karyawan Swasta,32,16.1
INV/2026/04533,Februari,Toyota Innova Zenix,Sumatera Utara (Medan),Pria,BUMN,51,17.7
INV/2026/04534,September,Honda HR-V,Jawa Tengah (Semarang),Wanita,Rumah Tangga,56,27.8
INV/2026/04535,Februari,Toyota Avanza,Sulawesi Selatan (Makassar),Pria,Rumah Tangga,43,24.1
INV/2026/04536,Juni,Honda HR-V,Jawa Barat (Bandung),Pria,Rumah Tangga,59,14.9
INV/2026/04537,Oktober,Honda Brio,Sulawesi Selatan (Makassar),Pria,Karyawan Swasta,52,14.7
INV/2026/04538,Oktober,Toyota Avanza,Sumatera Utara (Medan),Pria,Professional (Dokter/Pengacara),35,14.1
INV/2026/04539,Agustus,Mitsubishi Xpander,Jawa Barat (Bandung),Pria,BUMN,45,9.5
INV/2026/04540,Desember,Honda HR-V,Jawa Timur (Surabaya),Pria,PNS,53,28.8
INV/2026/04541,Januari,Daihatsu Sigra,Jawa Barat (Bandung),Pria,Pengusaha,57,11.7
INV/2026/04542,Juli,Toyota Avanza,Jawa Barat (Bandung),Pria,Pengusaha,53,21.9
INV/2026/04543,November,Toyota Innova Zenix,Jawa Tengah (Semarang),Wanita,Karyawan Swasta,36,12.7
INV/2026/04544,Maret,Toyota Avanza,Sulawesi Selatan (Makassar),Pria,Karyawan Swasta,64,14.2
INV/2026/04545,Oktober,Honda Brio,DKI Jakarta,Pria,PNS,56,17.1
INV/2026/04546,Juli,Daihatsu Sigra,Jawa Timur (Surabaya),Pria,Rumah Tangga,24,22.4
INV/2026/04547,Maret,Toyota Rush,Jawa Timur (Surabaya),Wanita,BUMN,37,15.9
INV/2026/04548,Januari,Mitsubishi Xpander,DKI Jakarta,Wanita,Professional (Dokter/Pengacara),26,8.9
INV/2026/04549,Februari,Honda Brio,Jawa Timur (Surabaya),Wanita,Karyawan Swasta,42,18.2
INV/2026/04550,Juni,Toyota Innova Zenix,Jawa Timur (Surabaya),Pria,BUMN,31,11.9
INV/2026/04551,April,Toyota Avanza,Sulawesi Selatan (Makassar),Wanita,PNS,40,30.4
INV/2026/04552,April,Toyota Innova Zenix,DKI Jakarta,Wanita,PNS,46,15.9
INV/2026/04553,Juli,Toyota Avanza,Jawa Tengah (Semarang),Wanita,Pengusaha,25,12.7
INV/2026/04554,Desember,Daihatsu Sigra,Sumatera Utara (Medan),Pria,Pengusaha,50,33.8
INV/2026/04555,September,Honda HR-V,Jawa Tengah (Semarang),Wanita,PNS,40,23.9
INV/2026/04556,Desember,Mitsubishi Xpander,Sumatera Utara (Medan),Pria,Rumah Tangga,64,10.8
INV/2026/04557,Desember,Daihatsu Sigra,Sumatera Utara (Medan),Wanita,PNS,23,11.7
INV/2026/04558,September,Daihatsu Sigra,Sumatera Utara (Medan),Pria,Rumah Tangga,31,21.8
INV/2026/04559,Mei,Mitsubishi Xpander,Jawa Timur (Surabaya),Wanita,Pengusaha,64,18.3
INV/2026/04560,November,Toyota Rush,Jawa Timur (Surabaya),Pria,Professional (Dokter/Pengacara),46,25.1
INV/2026/04561,Mei,Toyota Rush,Sulawesi Selatan (Makassar),Wanita,BUMN,41,12.7
INV/2026/04562,Mei,Toyota Innova Zenix,Sumatera Utara (Medan),Pria,Professional (Dokter/Pengacara),40,23.6
INV/2026/04563,April,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Wanita,PNS,44,4.0
INV/2026/04564,Februari,Toyota Avanza,Jawa Timur (Surabaya),Pria,PNS,45,16.8
INV/2026/04565,Januari,Toyota Avanza,DKI Jakarta,Pria,Rumah Tangga,32,13.1
INV/2026/04566,Juli,Daihatsu Sigra,Jawa Barat (Bandung),Pria,Rumah Tangga,55,14.4
INV/2026/04567,Oktober,Toyota Rush,Sumatera Utara (Medan),Wanita,Rumah Tangga,49,17.2
INV/2026/04568,September,Honda Brio,Sumatera Utara (Medan),Wanita,Professional (Dokter/Pengacara),26,27.1
INV/2026/04569,Agustus,Honda HR-V,Jawa Timur (Surabaya),Pria,Karyawan Swasta,26,8.8
INV/2026/04570,Maret,Honda HR-V,Jawa Barat (Bandung),Wanita,Karyawan Swasta,42,4.0
INV/2026/04571,Januari,Toyota Avanza,Sulawesi Selatan (Makassar),Wanita,Professional (Dokter/Pengacara),33,9.7
INV/2026/04572,Juni,Daihatsu Sigra,Sulawesi Selatan (Makassar),Wanita,Pengusaha,25,26.2
INV/2026/04573,Januari,Honda Brio,Jawa Barat (Bandung),Wanita,Rumah Tangga,63,4.8
INV/2026/04574,Juli,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Wanita,Pengusaha,41,13.4
INV/2026/04575,Februari,Honda Brio,Sumatera Utara (Medan),Pria,Rumah Tangga,59,24.7
INV/2026/04576,Mei,Toyota Innova Zenix,Sumatera Utara (Medan),Wanita,Rumah Tangga,46,17.5
INV/2026/04577,November,Daihatsu Sigra,Jawa Timur (Surabaya),Wanita,Karyawan Swasta,35,27.0
INV/2026/04578,November,Daihatsu Sigra,Jawa Tengah (Semarang),Wanita,Rumah Tangga,32,4.0
INV/2026/04579,Oktober,Daihatsu Sigra,Jawa Tengah (Semarang),Pria,BUMN,53,15.4
INV/2026/04580,Agustus,Toyota Avanza,Jawa Tengah (Semarang),Pria,Professional (Dokter/Pengacara),32,28.7
INV/2026/04581,April,Honda HR-V,Sumatera Utara (Medan),Pria,PNS,39,9.0
INV/2026/04582,Februari,Toyota Innova Zenix,Jawa Tengah (Semarang),Wanita,Rumah Tangga,48,26.3
